date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:30:28	283007/283007	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22983c4c41df57f48e71f0b4497fc92fa1%22	https://serv.npac-ntch.org/CD/31B/C031731.jpg	C:/My%20Web%20Sites/NTCH/serv.npac-ntch.org/CD/31B/C031731.jpg	(from https://webpac.npac-ntch.org/)
08:30:28	55728/55728	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:28%20GMT	https://webpac.npac-ntch.org/advance/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/advance/index.html	(from https://webpac.npac-ntch.org/)
08:30:28	204511/204511	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22a385108dff513251079c818b4d0c3f85%22	https://serv.npac-ntch.org/CD/31B/C031758.jpg	C:/My%20Web%20Sites/NTCH/serv.npac-ntch.org/CD/31B/C031758.jpg	(from https://webpac.npac-ntch.org/)
08:30:28	129623/129623	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2236692dead6cd1f371e978a4be2b0ecb0%22	https://serv.npac-ntch.org/CD/31B/C031712.jpg	C:/My%20Web%20Sites/NTCH/serv.npac-ntch.org/CD/31B/C031712.jpg	(from https://webpac.npac-ntch.org/)
08:30:29	122363/122363	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22ba27dd883507d19b55c121bb71d08c98%22	https://serv.npac-ntch.org/CD/31B/C031688.jpg	C:/My%20Web%20Sites/NTCH/serv.npac-ntch.org/CD/31B/C031688.jpg	(from https://webpac.npac-ntch.org/)
08:30:29	109902/109902	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22be817a9b5ef402176bee9af5ecded54c%22	https://serv.npac-ntch.org/CD/31B/C031654.jpg	C:/My%20Web%20Sites/NTCH/serv.npac-ntch.org/CD/31B/C031654.jpg	(from https://webpac.npac-ntch.org/)
08:30:29	98387/98387	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22ad23f4dd9353db343e3ad7ccf04ca7e5%22	https://serv.npac-ntch.org/CD/31B/C031779.jpg	C:/My%20Web%20Sites/NTCH/serv.npac-ntch.org/CD/31B/C031779.jpg	(from https://webpac.npac-ntch.org/)
08:30:29	703415/703415	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:29%20GMT	https://webpac.npac-ntch.org/search/?query_term=%e8%b2%9d%e5%a4%9a%e8%8a%ac&query_field=text&query_op=and&match_type=phrase	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/search/indexf60c.html	(from https://webpac.npac-ntch.org/)
08:30:29	187763/187763	---MCZ	200	added ('OK')	image/jpeg	etag:W/%223620737a4522434d78d31a9453eb6480%22	https://serv.npac-ntch.org/CD/31B/C031754.jpg	C:/My%20Web%20Sites/NTCH/serv.npac-ntch.org/CD/31B/C031754.jpg	(from https://webpac.npac-ntch.org/)
08:30:30	435466/435466	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:29%20GMT	https://webpac.npac-ntch.org/search/?query_term=%e8%b3%b4%e8%81%b2%e5%b7%9d&query_field=text&query_op=and&match_type=phrase	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/search/index05a4.html	(from https://webpac.npac-ntch.org/)
08:30:30	175315/175315	---MCZ	200	added ('OK')	image/jpeg	etag:W/%224eee3b0775862165fcfa0dc3024589ab%22	https://serv.npac-ntch.org/CD/31B/C031780.jpg	C:/My%20Web%20Sites/NTCH/serv.npac-ntch.org/CD/31B/C031780.jpg	(from https://webpac.npac-ntch.org/)
08:30:30	129420/129420	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225d5425e5c7320dd74898bd4a94d56727%22	https://serv.npac-ntch.org/CD/31B/C031662.jpg	C:/My%20Web%20Sites/NTCH/serv.npac-ntch.org/CD/31B/C031662.jpg	(from https://webpac.npac-ntch.org/)
08:30:30	388224/388224	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:30%20GMT	https://webpac.npac-ntch.org/search/?query_term=%e9%bb%83%e7%bf%8a&query_field=text&query_op=and&match_type=phrase	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/search/indexe2fa.html	(from https://webpac.npac-ntch.org/)
08:30:30	191017/191017	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22e4e7d00a6cf31db264be41656ad86d20%22	https://serv.npac-ntch.org/CD/31B/C031790.jpg	C:/My%20Web%20Sites/NTCH/serv.npac-ntch.org/CD/31B/C031790.jpg	(from https://webpac.npac-ntch.org/)
08:30:31	406451/406451	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:30%20GMT	https://webpac.npac-ntch.org/search/?query_term=%e6%98%8e%e8%8f%af%e5%9c%92&query_field=text&query_op=and&match_type=phrase	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/search/indexa8d3.html	(from https://webpac.npac-ntch.org/)
08:30:31	156365/156365	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2250ef67e2b43fb3c5d366f3e6cfe02544%22	https://serv.npac-ntch.org/CD/31B/C031677.jpg	C:/My%20Web%20Sites/NTCH/serv.npac-ntch.org/CD/31B/C031677.jpg	(from https://webpac.npac-ntch.org/)
08:30:31	312175/312175	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:31%20GMT	https://webpac.npac-ntch.org/search/?query_term=beethoven%20piano%20concertos%20no.%205&query_field=text&query_op=and&match_type=phrase	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/search/index9e9f.html	(from https://webpac.npac-ntch.org/)
08:30:31	193937/193937	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2230dec394c7274193d7240541a70ae228%22	https://serv.npac-ntch.org/CD/31B/C031716.jpg	C:/My%20Web%20Sites/NTCH/serv.npac-ntch.org/CD/31B/C031716.jpg	(from https://webpac.npac-ntch.org/)
08:30:32	150792/150792	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2289988ac023787bd74296c9fa0e6c7359%22	https://serv.npac-ntch.org/CD/31B/C031690.jpg	C:/My%20Web%20Sites/NTCH/serv.npac-ntch.org/CD/31B/C031690.jpg	(from https://webpac.npac-ntch.org/)
08:30:32	24082/24082	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2029%20Apr%202022%2005:40:38%20GMT	https://webpac.npac-ntch.org/static/igrid/js/script.min.js	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/static/igrid/js/script.min.js	(from https://webpac.npac-ntch.org/)
08:30:32	662809/662809	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:32%20GMT	https://webpac.npac-ntch.org/search/?query_term=Rachmaninoff&query_field=text&query_op=and&match_type=phrase	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/search/index3d0a.html	(from https://webpac.npac-ntch.org/)
08:30:32	78085/78085	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2029%20Apr%202022%2005:40:18%20GMT	https://webpac.npac-ntch.org/static/igrid/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/static/igrid/js/bootstrap.bundle.min.js	(from https://webpac.npac-ntch.org/)
08:30:35	253668/253668	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2001%20Mar%202022%2000:49:32%20GMT	https://webpac.npac-ntch.org/static/igrid/js/jquery-ui.min.js	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/static/igrid/js/jquery-ui.min.js	(from https://webpac.npac-ntch.org/)
08:30:36	715071/715071	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:32%20GMT	https://webpac.npac-ntch.org/search/?query_term=mozart&query_field=text&query_op=and&match_type=phrase	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/search/indexbe17.html	(from https://webpac.npac-ntch.org/)
08:30:36	375629/375629	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:32%20GMT	https://webpac.npac-ntch.org/search/?query_term=%e6%9a%97%e6%88%80%e6%a1%83%e8%8a%b1%e6%ba%90&query_field=text&query_op=and&match_type=phrase	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/search/indexc3b4.html	(from https://webpac.npac-ntch.org/)
08:30:36	576434/576434	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:33%20GMT	https://webpac.npac-ntch.org/search/?query_term=%e6%ad%8c%e5%8a%87%e9%ad%85%e5%bd%b1&query_field=text&query_op=and&match_type=phrase	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/search/index3876.html	(from https://webpac.npac-ntch.org/)
08:30:36	57164/57164	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:35%20GMT	https://webpac.npac-ntch.org/search/?query_term=%e8%b2%9d%e5%a4%9a%e8%8a%ac%2068&query_field=text&query_op=and&match_type=phrase	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/search/indexc386.html	(from https://webpac.npac-ntch.org/)
08:30:37	211/211	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:36%20GMT	https://webpac.npac-ntch.org/ajax/latest/?category=book_sheet	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/ajax/latest/index51cb.html	(from https://webpac.npac-ntch.org/)
08:30:38	15673/15673	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:37%20GMT	https://webpac.npac-ntch.org/ajax/latest/?category=dvd&days=90	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/ajax/latest/indexfd92.html	(from https://webpac.npac-ntch.org/)
08:30:38	15414/15414	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:36%20GMT	https://webpac.npac-ntch.org/ajax/latest/?category=cd	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/ajax/latest/index703b.html	(from https://webpac.npac-ntch.org/)
08:30:39	15987/15987	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:37%20GMT	https://webpac.npac-ntch.org/ajax/latest/?category=digital_archive	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/ajax/latest/indexa629.html	(from https://webpac.npac-ntch.org/)
08:30:39	157838/157838	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:36%20GMT	https://webpac.npac-ntch.org/latest/?filter_bool=and&filter_term=%22book_sheet%22&filter_field=category.raw&filter_op=term&tabaction=book_sheet&form=grid	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/latest/index6424.html	(from https://webpac.npac-ntch.org/)
08:30:40	65375/65375	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:38%20GMT	https://webpac.npac-ntch.org/detail/1022573/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/1022573/index.html	(from https://webpac.npac-ntch.org/)
08:30:40	77189/77189	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:38%20GMT	https://webpac.npac-ntch.org/detail/2851765/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/2851765/index.html	(from https://webpac.npac-ntch.org/)
08:30:41	70165/70165	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:39%20GMT	https://webpac.npac-ntch.org/detail/2851780/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/2851780/index.html	(from https://webpac.npac-ntch.org/)
08:30:41	196095/196095	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:38%20GMT	https://webpac.npac-ntch.org/detail/3012322/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/3012322/index.html	(from https://webpac.npac-ntch.org/)
08:30:41	69986/69986	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:40%20GMT	https://webpac.npac-ntch.org/detail/2174174/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/2174174/index.html	(from https://webpac.npac-ntch.org/)
08:30:42	68512/68512	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:40%20GMT	https://webpac.npac-ntch.org/detail/755195/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/755195/index.html	(from https://webpac.npac-ntch.org/)
08:30:42	65803/65803	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:41%20GMT	https://webpac.npac-ntch.org/detail/2174170/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/2174170/index.html	(from https://webpac.npac-ntch.org/)
08:30:42	66282/66282	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:41%20GMT	https://webpac.npac-ntch.org/detail/1087801/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/1087801/index.html	(from https://webpac.npac-ntch.org/)
08:30:42	66010/66010	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:41%20GMT	https://webpac.npac-ntch.org/detail/1022565/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/1022565/index.html	(from https://webpac.npac-ntch.org/)
08:30:44	68442/68442	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:42%20GMT	https://webpac.npac-ntch.org/detail/1224392/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/1224392/index.html	(from https://webpac.npac-ntch.org/)
08:30:44	108721/108721	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:42%20GMT	https://webpac.npac-ntch.org/detail/3012319/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/3012319/index.html	(from https://webpac.npac-ntch.org/)
08:30:44	73256/73256	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:42%20GMT	https://webpac.npac-ntch.org/detail/3012312/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/3012312/index.html	(from https://webpac.npac-ntch.org/)
08:30:44	61052/61052	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:42%20GMT	https://webpac.npac-ntch.org/detail/2132656/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/2132656/index.html	(from https://webpac.npac-ntch.org/)
08:30:46	62192/62192	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:44%20GMT	https://webpac.npac-ntch.org/detail/3012314/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/3012314/index.html	(from https://webpac.npac-ntch.org/)
08:30:46	66466/66466	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:44%20GMT	https://webpac.npac-ntch.org/detail/1022543/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/1022543/index.html	(from https://webpac.npac-ntch.org/)
08:30:46	65381/65381	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:44%20GMT	https://webpac.npac-ntch.org/detail/1022556/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/1022556/index.html	(from https://webpac.npac-ntch.org/)
08:30:46	66433/66433	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:44%20GMT	https://webpac.npac-ntch.org/detail/1087805/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/1087805/index.html	(from https://webpac.npac-ntch.org/)
08:30:47	70462/70462	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:45%20GMT	https://webpac.npac-ntch.org/detail/1022567/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/detail/1022567/index.html	(from https://webpac.npac-ntch.org/)
08:30:47	34763/34763	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:45%20GMT	https://webpac.npac-ntch.org/exhibition/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/exhibition/index.html	(from https://webpac.npac-ntch.org/)
08:30:49	127874/127874	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:46%20GMT	https://webpac.npac-ntch.org/usermark/?usermarks_id=18__263	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/usermark/index1c9d.html	(from https://webpac.npac-ntch.org/)
08:30:49	159693/159693	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2000:30:46%20GMT	https://webpac.npac-ntch.org/usermark/?usermarks_id=18__235	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/usermark/indexfc62.html	(from https://webpac.npac-ntch.org/)
08:30:55	367/367	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2029%20Aug%202022%2000:30:55%20GMT	https://webpac.npac-ntch.org/autocomplete/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/autocomplete/index.html	(from https://webpac.npac-ntch.org/)
08:30:57	367/367	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2029%20Aug%202022%2000:30:57%20GMT	https://webpac.npac-ntch.org/autocomplete/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/autocomplete/index.html	(from https://webpac.npac-ntch.org/)
08:30:58	367/367	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2029%20Aug%202022%2000:30:57%20GMT	https://webpac.npac-ntch.org/autocomplete/	C:/My%20Web%20Sites/NTCH/webpac.npac-ntch.org/autocomplete/index.html	(from https://webpac.npac-ntch.org/)
